key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
589839,0,1,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589840,0,1,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"……喂，你知道嗎？
聽說在目黑那裡有家店，
做出來的肉好吃得不得了哦。","0","0"
589841,0,1,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589842,0,1,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589843,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589844,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"抱歉，我現在有點忙。
可以請你在旁邊乖乖地等一下嗎？","……嗯，之前沒見過你呢。
如果你剛來到這座城市，請儘快去魔女咖啡館完成註冊。","0"
589845,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"你現在應該去冒險者行會的“魔女咖啡館”，
與那裡的老闆“繆恩”打個招呼。","只要你以冒險者的身份跨過森林之都格里達尼亞的大門，
就不許違背我們鬼哭隊的指示。
好了，你趕快走吧。","0"
589846,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"又來了一個“冒險者”。
格里達尼亞還真是來了不少外來者……","雖然“冒險者”給予的幫助十分寶貴，
但是看著陌生人遊蕩，實在是令人不放心啊。","0"
589847,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡是得到森林與聖靈認同的神聖之城格里達尼亞。
請胸懷對大自然的感激之情，謹慎地行事。","0","0"
589848,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡是得到森林與聖靈認同的神聖之城格里達尼亞。","來自森林之外的訪客啊。
請勿製造不必要的騷亂，危害到民眾的生活。","0"
589849,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"看來格里達尼亞的那群人，
比起眼前我們這群“冒險者”，
更願意相信那些見不著影子的“聖靈”啊。","0","0"
589850,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"聽說如果觸怒了“聖靈”的話，它們好像會現身。
我真想見識見識。","0","0"
589851,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"歡迎來到“魔女咖啡館”。
匯集在森林之都格里達尼亞的冒險者都會來的休憩之處。","為了讓遭第七靈災破壞的森林恢復原來的樣子，
格里達尼亞很需要你們這樣的冒險者。
請務必助我們一臂之力。","雖然有些人很討厭外來者，
不過他們的想法也在一點點地在改變……
我相信你們一定會帶來一股新氣象的。"
589852,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589853,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589854,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589855,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡是雙蛇黨統合司令部 。雙蛇黨是格里達尼亞大國防聯軍的名字，
負責總管軍事、經濟以及農業等各項事務，
同時也負責迎擊來自外部的敵人。","0","0"
589856,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589857,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589858,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"聽好了……你現在必須要忍辱負重才行。
越是艱辛痛苦的時刻，越要使自己的內心變得堅強。","聖靈一直伴隨在我們身邊。
你要相信嘉恩·艾·神納大人，並完成好自己的職責。","0"
589859,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589860,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"明明告訴我，跟小朋友玩耍，
可以提升木工師手藝的啊，
唔，這話到底什麼意思啊……","0","0"
589861,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,"0","0","0"
589862,0,1,0,0,0,0,757,0,0,1,0,0,0,0,0,0,0,False,False,False,"……","……媽媽說不可以跟陌生人說話……","0"
589863,0,1,2,0,0,764,0,0,1,1,0,0,0,0,0,0,0,False,False,False,"橡子樂園裡的小朋友，
都是因為各式各樣的隱情才會來到這裡。","大人不在的時候，
會由我來負責照顧他們。
誰叫我是這群孩子中最年長的“大哥哥”呢。","0"
589864,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,"0","0","0"
589865,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,"0","0","0"
589866,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡是“白狼門”，
因為前方有很多危險的魔物，所以現在處於關閉中。","雖說你是冒險者，但也不能隨便浪費自己的生命啊。
趕快離開這裡吧。","0"
589867,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"格里達尼亞是黑衣森林的一部分。","不論你離開城市，還是身處城市之中，
都要時刻心懷對森林與聖靈的感激之情。","0"
589868,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡面存放著採集來的穀物。
只要我還活著，一隻松鼠也別想溜進來。","0","0"
589869,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589870,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"你一定要乖乖聽這家“魔女咖啡館”的老闆繆恩說的話。","雖然有些冒險者說她很難相處，
但是沒有她在的話，它們根本無法在這裡生存下去。","0"
589871,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"你好。
這裡是僱員的聘用窗口。","非常抱歉，
現在窗口暫停受理聘用申請。","0"
589872,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡就是“烤餅練兵所”。
雙蛇黨新兵在這裡接受鬼哭隊與神勇隊的指導。","你可以自由參觀，但是請勿妨礙士兵訓練。","0"
589873,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589874,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡是匯集著眾多弓術士的行會。
由精靈族的弓兵和貓魅族的獵手所繼承下來的歷史悠久的弓術，
直到今日也被後人傳承著。","我負責帶領冒險者完成入會手續。
如果有需要的話，請和我打個招呼。","0"
589875,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589876,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"格里達尼亞自詡的弓術，
是由我們精靈族的弓術士，
在漫長的歲月中歷經千錘百鍊才創造出來的。","區區冒險者，
可以學到如此令人高貴的技藝，你應該覺得與有榮焉吧。","0"
589877,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"像這樣，參觀別人的訓練也可以學到知識。
不過，我還是比較喜歡在戶外鍛鍊身體啊。","0","0"
589878,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589879,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589880,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"米·凱特露天劇場不光對城市的市民開放，
對冒險者也是敞開大門的。","請對偉大的音樂家“米·凱特”
和為移建做出貢獻的人心懷敬意，
愛惜地使用這裡的設施。","0"
589881,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"5年前，曾經有一名術師站在這裡。
為了破壞加雷馬帝國的計畫，
召集艾奧傑亞中的冒險者給予他協助。","他如今身處何地，在做些什麼呢？
真希望能見到他，和他好好聊聊。","0"
589882,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"……不要管我。
無論是曾經共同奮鬥的朋友，還是背後支持著我的妻子，
一切給予我愛的人，都已經不在了。","0","0"
589883,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"前面是格里達尼亞的名人居住的地方。
不對一般民眾開放。
像你這種冒險者也一樣。","如果你清楚自己的身分的話，
就速速離開。","0"
589884,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589885,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589886,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"歡迎來到槍術士行會。
在這裡，你不僅可以學習槍術，
還可以磨練出面對任何狀況都不會動搖的堅強意志。","我是負責介紹槍術士行會情況的導覽員。
如果有什麼想要了解的請儘管來找我。","0"
589887,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這前面是鬼哭隊駐地。
不允許冒險者入內。
如果沒有緊急的事的話，請快點離開。","0","0"
589888,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589889,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"看來格里達尼亞的商人，
對“推銷”這種行為很反感呢。","把好東西展現給大家，讓更多的人得到並使用它。
才是對這個物品所能表達的最大敬意，
也是作為商人的職責。","0"
589890,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589891,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這個斜坡的下面有一座棧橋，
那裡會有小船開往黑衣森林的東部林區。","如果有事要去蜜場或九藤的話，
只要跟船夫說一聲就行了。","0"
589892,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589893,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"那些從烏爾達哈而來的商人，
到底打算在這裡待到什麼時候啊？","真是的，開口閉口都是盈利虧本一類的話，
那些傢伙的腦子裡裝的只有算盤嗎？","0"
589894,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡是格里達尼亞人氣最旺的商店街。
北側的“黑檀商店街”出售雜貨和藥品，
南側的“紫檀商店街”出售武器和防具。","0","0"
589895,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"把格里達尼亞皮革匠
引以為傲的出眾手藝與炙熱靈魂，
牢牢烙印在你的腦海裡吧。","0","0"
589896,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589897,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,True,True,False,"森林改變的話，在那裡居住的生物也會發生變化。
生命的流動將會產生巨變。","這種時候更不可以對森林心生畏懼。
我們既然生活在格里達尼亞，
就應該繼續關注那些發生改變的生命，這是我們的使命。","0"
589898,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡是皮革師行會。
行會裡聚集的皮革師可以將野獸和魔物的皮革
製作成各式各樣的物品。","0","0"
589899,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"你也是衝著格里達尼亞的皮革手藝來的嗎？
這裡的皮包品質有口皆碑，連遙遠的烏爾達哈都家喻戶曉。","在行會中，那些手藝尤為高超的工匠的作品，
將作為皮革品牌“飛·烏爾”的商品高價出售。","從這間工坊出去後，就有一家品牌店，
你去那裡看看吧。"
589900,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"嗯？很抱歉，現在停止營業。
啊，要是每天都是節日該多好……","0","0"
589901,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589902,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"喂，你要幹什麼？
別隨便亂碰那邊的花盆。
如果掉下來摔碎了的話可就不得了了。","0","0"
589903,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","但是，像這樣在地道裡不懈地努力，使美麗的花朵盛開的意義，
在我當上園藝師之後，終於明白了。","0"
589904,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589905,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡是格雷洛姆農場。
由園藝師行會的成員負責經營。","0","0"
589906,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"外來者明明連一朵花都種不好，嘴上功夫卻很了得。
對這種人真是無話可說。","0","0"
589907,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"請安靜。
……不，我指的並不是人或物品發出的聲音。","這裡是傾聽聖靈聲音的神聖之地。
為了不刺激到聖靈們，
請各位保持心平氣和。","0"
589908,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589909,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589910,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589911,0,1,2,0,0,764,0,0,1,1,0,0,0,0,0,0,0,False,False,False,"使你的內心如明鏡止水一般，
去感知纏繞在身邊的氣息……","磨練你作為幻術士的感知力，
將你內心深處的潛能激發出來。　","0"
589912,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"法爾阿厄叔叔總把我當作小孩子看待，
真受不了了。","0","0"
589913,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"梅瑪瑪那孩子，又擅自從家裡跑出來了。
明明告訴她要和父母取得聯繫的，
我的話連一丁點都沒聽進去。","0","0"
589914,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589915,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"你好。
這裡是環線航空的搭乘點。","0","0"
589916,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"真是十分抱歉，
因為您沒有飛空艇登艇證，
所以無法搭乘環線航空。","0","0"
589917,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"歡迎你來到格里達尼亞飛艇坪。
關於環線航空，有什麼想要了解的嗎？","0","0"
589918,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589919,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589920,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589921,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589922,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589923,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589924,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"歡迎你來到幻術士行會，
這裡將會向你傳達自然和聖靈的教誨，並指引你前進的方向。","我負責帶領冒險者完成幻術士行會的入會手續。
有需要的話，請儘管吩咐。","0"
589925,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589926,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","嗚嗚……好痛……","0"
589927,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"我們這些侍奉於碩老樹冥想窟的幻術士，
負責幫助法師大人治療傷患，
並協助法師大人舉行神諭的儀式。","能為格里達尼亞鞠躬盡瘁，
是我們至高的榮譽。","0"
589928,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這前面是神勇隊的工作區域。
不相關的人禁止入內。","0","0"
589929,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589930,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"你問我為什麼來弓術士行會？
因為弓術士可以在安全的地方進行戰鬥啊。","0","0"
589931,0,1,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589932,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589933,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡是木工師行會窗口。
從傢俱餐具等日常用品到武器防具等一切木製品，
在這裡都找得到。","0","0"
589934,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,True,True,True,"製作武器與製作傢俱用的木料是不一樣的，
要因地制宜才行。","即便是同一根木頭，不同部分的加工方法也不一樣，
如何才能更充分發揮木頭的價值，
只有理解這一點，才能勉強算是個木工師。","0"
589935,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"有時也該讓一直在戰鬥的身心好好休息……
寄身於樹木的溫暖之中……可是很不錯的哦……","0","0"
589936,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589937,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"我到底要怎麼做，才能重現師傅那優美的曲線……","0","0"
589938,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589939,0,1,0,0,1,0,0,755,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589940,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"鬼哭隊和神勇隊的人所戴的面具……
據說是為了在聖靈面前隱藏他們的真實身份。
因為要完成某些任務，難免會觸怒聖靈。","話雖這麼說，但究竟有多大效果呢……
哎呀，就當它是一種護身符好了。","0"
589941,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"0","0","0"
589942,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"看來把鬼哭隊駐地的訓練場
借給槍術士行會是正確的……","這樣一來，優秀的槍術士們
就可以聚集在一起，相互切磋技藝。
這也有助於提升我們鬼哭隊的實力。","0"
589943,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"今年的新人素質都不錯。
如果讓他們在行會中磨練一段時間，不知道能成長到什麼程度。
真是令人期待。","0","0"
589944,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589945,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589946,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡是負責維持城市治安的兵團“鬼哭隊”的駐地。
槍術士行會也設立在這裡。","在近距離感受鬼哭隊的氛圍，槍術士們也就不會鬆懈了吧。","0"
589947,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"因為受5年前那場靈災的影響，好多商店都關門大吉了。
所以空出的商店街有一半都租給了烏爾達哈的商人。","托他們的福，現在這裡也變得熱鬧起來了。
不過商人之間會經常發生衝突……
正所謂有利又有弊啊。","0"
589948,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"紫檀商店街的糾紛處理是由我和我弟弟阿德勒福負責的。
對商店街進行約束管理的是貿易商莉休休……
而商店街裡最有聲望的，就是帕瑟蒙特雷老爺子了。","我弟弟說莉休休是一個明事理的人……
但我覺得她十分討厭。
沒什麼理由，就是討厭。","0"
589949,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡是乙太之光廣場。
在5年前，乙太之光廣場原本是建在城市西邊的，
不過隨著傳送網的重新修建，地點就被轉移到了這裡。","0","0"
589950,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"你知道這裡為什麼叫“碧企鵝瀑布”嗎？","那是因為人們曾經打算在這個湖邊飼養碧企鵝。
不過最後似乎沒有實現。","0"
589951,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"大國防聯軍“雙蛇黨”的成立儀式
就是在這個露天劇場舉行的。
不過那是在遷到這裡之前的事了。","0","0"
589952,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"在“雙蛇黨”成立儀式上，
是我有生以來第一次見到嘉恩·艾·神納大人。","她挺拔的身影和清澈的聲音
全都深深地烙印在我的腦海當中。","0"
589953,0,1,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"雖然園藝師只是在培育花花草草，
但在這個過程中，他們會漸漸地學到很多東西……
我更覺得倒不如說是花草在培育園藝師。","0","0"
589954,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"從這裡可以出城。
如果你想要去林場水車的話就北上，
要去秋瓜浮村的話就西行。","0","0"
589955,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589956,0,1,1,1,0,755,755,0,1,1,1,0,0,0,0,0,0,False,False,False,"本季的鬃尾栗鼠皮製背包的預定已經結束了。","因為非法捕獵屢禁不止，所以到明年狩獵解禁之前，
背包的製作也會受到限制。","0"
589957,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這個鬃尾栗鼠粗皮是我好不容易找到買下來的。
幫我做個背包也不會怎麼樣吧？","0","0"
589958,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"格里達尼亞的皮革師行會
以製作品質優良的皮革製品聞名。","其中出自能工巧匠之手的“飛·烏爾工作室”的商品，
單是預約就要等上2年。
這樣你就能明白我們鬼哭隊為什麼要進行警備了吧？","那邊那個男人到底要到什麼時候才能死心啊……"
589959,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589960,0,1,0,1,0,0,755,0,0,1,1,0,0,0,0,0,0,False,False,False,"……","……別靠近我，好熱。","0"
589961,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"雖然現在還只是一棵嬌弱的幼苗，
但總有一天會成為偉大森林的一部分。
然後又回過頭給予我們恩惠……","我們可以從中理解到，在這場大循環裡，
人和魔物都是平等的，
大家都只是一個個生命罷了。","0"
589962,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589963,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589964,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"歡迎來到飛·烏爾工作室！","這位客人，您有預約嗎？
很抱歉，我們這裡只接受訂單生產。","0"
589965,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"嘻嘻嘻。
如果把這個拿到利姆薩·羅敏薩去賣，可以賣到3倍價錢……
不，搞不好4倍呢……","……哎呀，不小心說出來了。
別誤會別誤會，我可沒有在想什麼壞點子啊。","0"
589966,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"歡迎光臨。
這裡是僱員接待窗口。","不過很抱歉，目前停止服務。","0"
589967,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"我是負責僱員公告板的解說。","0","0"
589968,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589969,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589970,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"哎呀，抱歉。
我們這裡是鬼哭隊和神勇隊的專賣店。
不出售冒險者用的商品。","0","0"
589971,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589972,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這扇門現在暫不開放。
如果你想要出城，
可以從槍術士行會南邊的“東棧橋”出去。","0","0"
589973,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"啊……你難道是……","不……
沒什麼……","0"
589974,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"從前，這片廢墟前有個露天劇場，
它是以偉大的吟遊詩人“米·凱特”的名字命名的。","但因為5年前的那場大災難全部毀於一旦。
雖然已重建於在城市中心處，
不過整個過程還是相當艱難啊。","0"
589975,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"怎麼？你迷路了嗎？
你沿著這條小路往前走，
就可以到達米·凱特露天劇場的旁邊了。","0","0"
589976,0,1,1,0,0,1019,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"沒、沒關係的。
我沒什麼煩心事，你不用在意。","0","0"
589977,0,1,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589978,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589979,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
589980,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"這裡是豐饒神祭壇。
被選中的法師會在這裡
將傾聽到的聖靈之聲傳達給民眾。","不論是狩獵、採伐森林資源，
還是引進其他城市商品，都要經過聖靈同意……
可以說聖靈之聲牽動著商人的喜怒哀樂。","0"
589981,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"森林的恩惠……水的流動……風土的更迭……
我們傾聽著聖靈傳達給我們的話語，
並轉達給渴求聖靈引領的民眾。","0","0"
589982,0,1,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,False,False,False,"未使用","0","0"
