key,0,1,2,3,4,5,6
16,1,1,150812,1,"
在任務的最後一步時，目標角色的頭上會顯示出表示<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任務終點<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的符號。

按<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>確認鍵<UIGlow>01</UIGlow><UIForeground>01</UIForeground>選擇人物會開始任務相關對話，並在完成任務之後獲得經驗值及Gil等相應的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>報酬<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。","
在任務的最後一步時，目標角色的頭上會顯示出表示<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任務終點<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的符號。

按<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>確認鍵<UIGlow>01</UIGlow><UIForeground>01</UIForeground>選擇人物會開始任務相關對話，並在完成任務之後獲得經驗值及Gil等相應的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>報酬<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。","
在任務的最後一步時，目標角色的頭上會顯示出表示<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任務終點<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的符號。

按<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>確認鍵<UIGlow>01</UIGlow><UIForeground>01</UIForeground>選擇人物會開始任務相關對話，並在完成任務之後獲得經驗值及Gil等相應的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>報酬<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。"
17,0,0,0,0,"","",""
18,0,0,0,0,"","",""
19,0,0,0,0,"","",""
20,1,0,150141,0,"
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>快速選單<UIGlow>01</UIGlow><UIForeground>01</UIForeground>中可以使用遊戲裡的各種常用功能。

例如，選擇<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>角色<UIGlow>01</UIGlow><UIForeground>01</UIForeground>可以查看當前的裝備及狀態，選擇<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>日誌<UIGlow>01</UIGlow><UIForeground>01</UIForeground>可以查看當前接受的任務的具體情況和已經完成的任務履歷。","",""
21,1,0,150142,0,"
選擇<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>系統<UIGlow>01</UIGlow><UIForeground>01</UIForeground>可以打開系統功能表，其中不但包括能對鍵盤進行調整的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>按鍵設置<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，還有能對操作類型及視角等進行調整的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>角色設置<UIGlow>01</UIGlow><UIForeground>01</UIForeground>等功能。

已經查看過的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>指南<UIGlow>01</UIGlow><UIForeground>01</UIForeground>內容也可以在系統功能表中的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>新手指南<UIGlow>01</UIGlow><UIForeground>01</UIForeground>裡再次確認。","",""
22,1,0,150143,0,"
遊戲中的狀態會自動保存到伺服器上。

為了防止出現意外遺失遊戲進度，強烈建議在遊戲中選擇<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>退出遊戲<UIGlow>01</UIGlow><UIForeground>01</UIForeground>來退出。

此外，其他的快速選單也都對應著各種便利的功能。","",""
23,0,0,0,0,"","",""
24,0,0,0,0,"","",""
25,1,0,150131,0,"
發動<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>返回<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法可以馬上回到<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>返回點<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。

在快速選單的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>地圖&移動<UIGlow>01</UIGlow><UIForeground>01</UIForeground>分類中也有<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>返回<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的按鈕，可以很方便地詠唱魔法。

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※此魔法使用一次之後要等待真實時間15分鐘才能再次使用。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","",""
26,1,0,150132,0,"
每顆乙太之光都可以進行<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>返回點<UIGlow>01</UIGlow><UIForeground>01</UIForeground>設置，不過每次只能設置在一個地方，無法設置多個返回點，所以推薦設置在來往頻率最高的地區。

用<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>滑鼠右鍵<UIGlow>01</UIGlow><UIForeground>01</UIForeground>點擊乙太之光打開功能表可以進行返回點的設置。","",""
27,1,0,150131,0,"
發動<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>返回<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法可以馬上回到<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>返回點<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。

在快速選單的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>地圖&移動<UIGlow>01</UIGlow><UIForeground>01</UIForeground>分類中也有<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>返回<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的按鈕，可以很方便地詠唱魔法。

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※此魔法使用一次之後要等待地球時間15分鐘才能再次使用。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","",""
28,1,0,150133,0,"
每顆乙太之光都可以進行<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>返回點<UIGlow>01</UIGlow><UIForeground>01</UIForeground>設置，不過每次只能設置在一個地方，無法設置多個返回點，所以推薦設置在來往頻率最高的地區。

選中乙太之光後按下<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>確認鍵<UIGlow>01</UIGlow><UIForeground>01</UIForeground>打開功能表可以進行返回點的設置。","",""
29,0,0,0,0,"","",""
30,1,1,150041,0,"
在執行任務的過程中，地圖上會顯示出該任務的目的地。

點擊快速選單<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>地圖&移動<UIGlow>01</UIGlow><UIForeground>01</UIForeground>分類中的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>地圖<UIGlow>01</UIGlow><UIForeground>01</UIForeground>按鈕，或者按下鍵盤上的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>M鍵<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，都可以打開地圖視窗進行確認。","",""
31,1,1,150042,0,"
點擊目的清單中的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>當前目的<UIGlow>01</UIGlow><UIForeground>01</UIForeground>也可以打開地圖視窗，同時會直觀地顯示出接下來的目的地區域。

只要按照地圖上的指示前進，就不用擔心在任務途中迷失方向了。","",""
32,1,1,150041,0,"
在執行任務的過程中，地圖上會顯示出該任務的目的地。

選擇快速選單<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>地圖&移動<UIGlow>01</UIGlow><UIForeground>01</UIForeground>分類中的地圖<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>按鈕<UIGlow>01</UIGlow><UIForeground>01</UIForeground>鍵可以打開地圖視窗進行確認。","",""
33,1,1,150042,0,"
選擇快速選單中的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>當前目的<UIGlow>01</UIGlow><UIForeground>01</UIForeground>也可以打開地圖視窗，同時會直觀地顯示出接下來的目的地區域。

只要按照地圖上的指示前進，就不用擔心在任務途中迷失方向了。","",""
34,0,0,0,0,"","",""
35,1,0,150181,0,"
在快速選單中點擊<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>角色<UIGlow>01</UIGlow><UIForeground>01</UIForeground>按鈕或者按下鍵盤上的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>C鍵<UIGlow>01</UIGlow><UIForeground>01</UIForeground>可以打開<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>角色畫面<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。

<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>角色畫面<UIGlow>01</UIGlow><UIForeground>01</UIForeground>中可以查看當前的裝備情況。","",""
36,1,0,150182,0,"
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>角色畫面<UIGlow>01</UIGlow><UIForeground>01</UIForeground>中還可以更換玩家自身的裝備。

選中裝備欄的特定部位會打開<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>兵裝庫<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的視窗，每種裝備都單獨分為一類，只需切換部位便可快速進行裝備的更換。","",""
37,1,0,150181,0,"
在快速選單中選擇<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>角色<UIGlow>01</UIGlow><UIForeground>01</UIForeground>可以打開<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>角色畫面<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。

<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>角色畫面<UIGlow>01</UIGlow><UIForeground>01</UIForeground>中可以查看當前的裝備情況。","",""
38,0,0,0,0,"","",""
39,0,0,0,0,"","",""
40,1,0,150221,0,"
與城內的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>郵差莫古利<UIGlow>01</UIGlow><UIForeground>01</UIForeground>對話，或者查看自己住宅庭院中的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>莫古信箱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，都可以開啟<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>莫古利信件<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的服務。

利用莫古利信件，可以方便的向登錄到好友名單中的朋友發送郵件。","",""
41,1,0,150222,0,"
點擊莫古利信箱視窗右上的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>寫新郵件<UIGlow>01</UIGlow><UIForeground>01</UIForeground>按鈕，可以打開<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>編寫新郵件<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的視窗並寫入郵件內容。

<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>道具<UIGlow>01</UIGlow><UIForeground>01</UIForeground>及<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Gil<UIGlow>01</UIGlow><UIForeground>01</UIForeground>等物品也可以以附件的形式隨文本一起發送給對方。","",""
42,1,0,150222,0,"
選擇莫古利信箱視窗右上的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>寫新郵件<UIGlow>01</UIGlow><UIForeground>01</UIForeground>按鈕，可以打開<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>編寫新郵件<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的視窗並寫入郵件內容。

<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>道具<UIGlow>01</UIGlow><UIForeground>01</UIForeground>及<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Gil<UIGlow>01</UIGlow><UIForeground>01</UIForeground>等物品也可以以附件的形式隨文本一起發送給對方。","",""
43,0,0,0,0,"","",""
44,0,0,0,0,"","",""
45,1,0,150191,0,"
與<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>城內乙太之晶<UIGlow>01</UIGlow><UIForeground>01</UIForeground>進行共鳴後可以使用<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>都市傳送網<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的功能。

通過都市傳送網，可以在城內的乙太之晶之間自由來往。","",""
46,0,0,0,0,"","",""
47,0,0,0,0,"","",""
48,0,0,0,0,"","",""
49,0,0,0,0,"","",""
50,1,0,150151,0,"
通過與城市之外的乙太之光進行共鳴，可以學會<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>傳送<UIGlow>01</UIGlow><UIForeground>01</UIForeground>這一魔法。

在設定選單的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>地圖&移動<UIGlow>01</UIGlow><UIForeground>01</UIForeground>分類中選擇<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>傳送<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，可以瞬間前往任何一個已經共鳴過的乙太之光所在地。","",""
51,1,0,150152,0,"
進行傳送時會消耗相應的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Gil<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。

具體消耗情況則隨每個地點而有所不同。","",""
52,1,0,150153,0,"
乙太之光可以添加到<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>我的最愛<UIGlow>01</UIGlow><UIForeground>01</UIForeground>中，收藏之後，傳送到該地點時所需要的Gil會減少。

我的最愛中最多可以保存三處乙太之光。

將平時使用較多的乙太之光收藏起來會比較方便。","",""
53,0,0,0,0,"","",""
54,0,0,0,0,"","",""
55,0,0,0,0,"","",""
56,0,0,0,0,"","",""
57,0,0,0,0,"","",""
58,0,0,0,0,"","",""
59,0,0,0,0,"","",""
60,1,1,150031,0,"
接受任務之後，可以在<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>目的清單<UIGlow>01</UIGlow><UIForeground>01</UIForeground>中查看當前的任務進行狀況。

清單中將會顯示5個任務，可以很清楚的看到接下來的任務要求。","",""
61,1,1,150032,0,"
點擊目的清單中顯示的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任務標題<UIGlow>01</UIGlow><UIForeground>01</UIForeground>可以快速打開該任務的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>日誌<UIGlow>01</UIGlow><UIForeground>01</UIForeground>視窗。

任務日誌中記錄了該任務的任務目的、詳細情況以及完成獎勵等各種具體資訊。","",""
62,1,1,150032,0,"
選擇目的清單中顯示的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任務標題<UIGlow>01</UIGlow><UIForeground>01</UIForeground>可以快速打開該任務的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>日誌<UIGlow>01</UIGlow><UIForeground>01</UIForeground>視窗。

任務日誌中記錄了該任務的任務目的、詳細情況以及完成獎勵等各種具體資訊。","",""
63,0,0,0,0,"","",""
64,0,0,0,0,"","",""
65,1,1,150051,0,"
在執行部分任務時，會遇到需要使用<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任務道具<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的情況。

右鍵點擊任務目標會打開任務道具視窗，之後再用右鍵點擊道具並選擇<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>使用<UIGlow>01</UIGlow><UIForeground>01</UIForeground>即可發動效果。","",""
66,1,1,150051,0,"
在執行部分任務時，會遇到需要使用<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任務道具<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的情況。

選中任務目標會打開任務道具視窗，之後對相應道具打開子選單功能表並選擇<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>使用<UIGlow>01</UIGlow><UIForeground>01</UIForeground>即可發動效果。","",""
67,0,0,0,0,"","",""
68,0,0,0,0,"","",""
69,0,0,0,0,"","",""
70,1,1,150061,0,"
在執行部分任務時，會遇到需要對<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>場景物體<UIGlow>01</UIGlow><UIForeground>01</UIForeground>進行操作的情況。

按右鍵場景物體便可以繼續推進任務。","",""
71,1,1,150061,0,"
在執行部分任務時，會遇到需要對<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>場景物體<UIGlow>01</UIGlow><UIForeground>01</UIForeground>進行操作的情況。

選擇場景物體便可以繼續推進任務。","",""
72,0,0,0,0,"","",""
73,0,0,0,0,"","",""
74,0,0,0,0,"","",""
75,0,0,0,0,"","",""
76,0,0,0,0,"","",""
77,0,0,0,0,"","",""
78,0,0,0,0,"","",""
79,0,0,0,0,"","",""
80,1,1,150381,0,"
利用各種<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>情感動作<UIGlow>01</UIGlow><UIForeground>01</UIForeground>能夠表現出當前的心情和情緒。

選中目標角色後，從設定選單的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>社交<UIGlow>01</UIGlow><UIForeground>01</UIForeground>分類中點擊<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>情感動作<UIGlow>01</UIGlow><UIForeground>01</UIForeground>可以打開視窗選擇想要表達的情感。","",""
81,1,1,150382,1,"
打開情感動作視窗之後會列出很多種表情以及動作，根據時機和場合做出合適的選擇會令遊戲增添很多樂趣。

現在就來試試吧，請選中<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>羅絲溫<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，並作出<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>下跪<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的動作。","
打開情感動作視窗之後會列出很多種表情以及動作，根據時機和場合做出合適的選擇會令遊戲增添很多樂趣。

現在就來試試吧，請選中<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>奧妮莉<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，並作出<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>行禮<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的動作。","
打開情感動作視窗之後會列出很多種表情以及動作，根據時機和場合做出合適的選擇會令遊戲增添很多樂趣。

現在就來試試吧，請選中<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>茱莉安娜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，並作出<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>歡迎<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的動作。"
82,1,1,150383,0,"
情感動作也能夠設置到<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>快速鍵<UIGlow>01</UIGlow><UIForeground>01</UIForeground>裡，這樣就可以隨時方便快捷地表達自己的情緒了。

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※另外，道具和巨集指令也可以設置到快速鍵裡。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","",""
83,1,1,150382,1,"
打開情感動作視窗之後會列出很多種表情以及動作，根據時機和場合做出合適的選擇會令遊戲增添很多樂趣。

現在就來試試吧，請選中<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>羅絲溫<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，並作出<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>下跪<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的動作。","
打開情感動作視窗之後會列出很多種表情以及動作，根據時機和場合做出合適的選擇會令遊戲增添很多樂趣。

現在就來試試吧，請選中<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>奧妮莉<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，並作出<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>行禮<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的動作。","
打開情感動作視窗之後會列出很多種表情以及動作，根據時機和場合做出合適的選擇會令遊戲增添很多樂趣。

現在就來試試吧，請選中<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>茱莉安娜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，並作出<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>歡迎<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的動作。"
84,0,0,0,0,"","",""
85,0,0,0,0,"","",""
86,0,0,0,0,"","",""
87,0,0,0,0,"","",""
88,0,0,0,0,"","",""
89,0,0,0,0,"","",""
90,1,0,150161,0,"
HP變為0時會陷入<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無法戰鬥<UIGlow>01</UIGlow><UIForeground>01</UIForeground>狀態。

此時無法進行任何操作，只能回到<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>返回點<UIGlow>01</UIGlow><UIForeground>01</UIForeground>或任務中的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>開始地點<UIGlow>01</UIGlow><UIForeground>01</UIForeground>重新開始。

不過如果有其他玩家在場，也可以請其使用幻術的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>復活<UIGlow>01</UIGlow><UIForeground>01</UIForeground>等魔法令自己再次站起來。","",""
91,1,0,150162,0,"
陷入無法戰鬥狀態時，所穿裝備的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>耐久度<UIGlow>01</UIGlow><UIForeground>01</UIForeground>會下降。

耐久度降為0%時，該裝備的性能將會完全無法發揮出來。

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※不過，9級以下或是處於部分特殊任務中的玩家即使陷入無法戰鬥狀態，也不會減少裝備的耐久度。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","",""
92,0,0,0,0,"","",""
93,0,0,0,0,"","",""
94,0,0,0,0,"","",""
95,0,0,0,0,"","",""
96,0,0,0,0,"","",""
97,0,0,0,0,"","",""
98,0,0,0,0,"","",""
99,0,0,0,0,"","",""
100,0,0,0,0,"","",""
101,0,0,0,0,"","",""
102,0,0,0,0,"","",""
103,0,0,0,0,"","",""
104,0,0,0,0,"","",""
105,1,0,150572,0,"
退出迷宮有兩種方法，既可以通過任務搜尋器的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>退出<UIGlow>01</UIGlow><UIForeground>01</UIForeground>按鈕離開，也可以從出發地點的入口離開，不過這樣一來離開的同時也會退出小隊。

另一種方法是與隊友合力一起打倒最深處的強力敵人，之後在現場會出現退出點。利用退出點可以隨全隊一起退出迷宮。","",""
106,1,0,150573,0,"
在迷宮中有著複數的強力敵人，而且通常都處於特定的房間內。

在戰鬥開始的一段時間之後房間會被封鎖起來，所以千萬要等到隊員都集合之後再開始戰鬥。","",""
107,1,0,150574,0,"
在戰鬥中被打倒時，可以在原地等待其他玩家的救援，或返回到迷宮的出發點重新出發。

只要不放棄，在限制時間內可以不斷進行挑戰，隊友之間的配合是非常重要的！","",""
108,0,0,0,0,"","",""
109,0,0,0,0,"","",""
