key,0,1,2,3,4,5,6,7,8
34,190405,82091,5,147,0,0,0,3202,"第1賽季水晶衝突：獲獎者"
35,190406,82091,5,148,0,0,0,3208,"第1賽季水晶衝突：青銅"
36,190407,82091,5,149,0,0,0,3207,"第1賽季水晶衝突：白銀"
37,190408,82091,5,150,0,0,0,3206,"第1賽季水晶衝突：黃金"
38,190409,82091,5,151,0,0,0,3205,"第1賽季水晶衝突：白金"
39,190410,82091,5,152,0,0,0,3204,"第1賽季水晶衝突：鑽石"
40,190411,82091,5,153,0,0,0,3203,"第1賽季水晶衝突：水晶"
41,0,0,0,0,0,0,0,0,""
42,0,0,0,0,0,0,0,0,""
43,190201,82091,2,156,0,0,0,2000,"劍術士"
44,190202,82091,2,157,0,0,0,2001,"斧術士"
45,190203,82091,2,158,0,0,0,2002,"幻術士"
46,190204,82091,2,159,0,0,0,2003,"格鬥士"
47,190205,82091,2,160,0,0,0,2004,"槍術士"
48,190206,82091,2,161,0,0,0,2005,"雙劍士"
49,190207,82091,2,162,0,0,0,2006,"弓術士"
50,190208,82091,2,163,0,0,0,2007,"咒術士"
51,190209,82091,2,164,0,0,0,2008,"巴術士"
52,190210,82091,2,165,0,0,0,2050,"騎士（簡易）"
53,190211,82091,2,166,0,0,0,2051,"戰士（簡易）"
54,190212,82091,2,167,0,0,0,2052,"暗黑騎士（簡易）"
55,190213,82091,2,168,0,0,0,2053,"絕槍戰士（簡易）"
56,190214,82091,2,169,0,0,0,2054,"白魔道士（簡易）"
57,190215,82091,2,170,0,0,0,2055,"學者（簡易）"
58,190216,82091,2,171,0,0,0,2056,"占星術師（簡易）"
59,190217,82091,2,172,0,0,0,2057,"賢者（簡易）"
60,190218,82091,2,173,0,0,0,2058,"武僧（簡易）"
61,190219,82091,2,174,0,0,0,2059,"龍騎士（簡易）"
62,190220,82091,2,175,0,0,0,2060,"忍者（簡易）"
63,190221,82091,2,176,0,0,0,2061,"武士（簡易）"
64,190222,82091,2,177,0,0,0,2062,"奪魂者（簡易）"
65,190223,82091,2,178,0,0,0,2064,"吟遊詩人（簡易）"
66,190224,82091,2,179,0,0,0,2065,"機工士（簡易）"
67,190225,82091,2,180,0,0,0,2066,"舞者（簡易）"
68,190226,82091,2,181,0,0,0,2067,"黑魔道士（簡易）"
69,190227,82091,2,182,0,0,0,2068,"召喚士（簡易）"
70,190228,82091,2,183,0,0,0,2069,"赤魔道士（簡易）"
71,190229,82091,2,184,0,0,0,2071,"青魔道士（簡易）"
72,190230,82091,2,244,0,0,0,2100,"木工師（簡易）"
73,190231,82091,2,245,0,0,0,2101,"鍛造師（簡易）"
74,190232,82091,2,246,0,0,0,2102,"甲冑師（簡易）"
75,190233,82091,2,247,0,0,0,2103,"金工師（簡易）"
76,190234,82091,2,248,0,0,0,2104,"皮革師（簡易）"
77,190235,82091,2,249,0,0,0,2105,"裁縫師（簡易）"
78,190236,82091,2,250,0,0,0,2106,"鍊金術師（簡易）"
79,190237,82091,2,251,0,0,0,2107,"烹調師（簡易）"
80,190238,82091,2,276,0,0,0,2108,"採掘師（簡易）"
81,190239,82091,2,277,0,0,0,2109,"園藝師（簡易）"
82,190240,82091,2,278,0,0,0,2110,"漁師（簡易）"
83,190652,82091,9,299,0,0,0,1001,"格里達尼亞"
84,190651,82091,9,299,0,0,0,1000,"利姆薩·羅敏薩"
85,190653,82091,9,299,0,0,0,1002,"烏爾達哈"
86,190701,82091,4,319,0,0,0,2500,"絕 巴哈姆特殲滅戰"
87,190702,82091,4,320,0,0,0,2501,"最終絕 究極武器殲滅戰"
88,190703,82091,4,321,0,0,0,2502,"絕 亞歷山大殲滅戰"
89,190704,82091,4,322,0,0,0,2503,"絕 龍詩戰爭"
90,190412,82091,5,323,0,0,0,3209,"第2賽季水晶衝突：王者"
91,190413,82091,5,324,0,0,0,3210,"第2賽季水晶衝突：勇者"
92,190414,82091,5,325,0,0,0,3211,"第2賽季水晶衝突：獲獎者"
93,190415,82091,5,326,0,0,0,3217,"第2賽季水晶衝突：青銅"
94,190416,82091,5,327,0,0,0,3216,"第2賽季水晶衝突：白銀"
95,190417,82091,5,328,0,0,0,3215,"第2賽季水晶衝突：黃金"
96,190418,82091,5,329,0,0,0,3214,"第2賽季水晶衝突：白金"
97,190419,82091,5,330,0,0,0,3213,"第2賽季水晶衝突：鑽石"
98,190420,82091,5,331,0,0,0,3212,"第2賽季水晶衝突：水晶"
99,190421,82091,5,332,0,0,0,3218,"第3賽季水晶衝突：王者"
100,190422,82091,5,333,0,0,0,3219,"第3賽季水晶衝突：勇者"
101,190423,82091,5,334,0,0,0,3220,"第3賽季水晶衝突：獲獎者"
102,190424,82091,5,335,0,0,0,3226,"第3賽季水晶衝突：青銅"
103,190425,82091,5,336,0,0,0,3225,"第3賽季水晶衝突：白銀"
104,190426,82091,5,337,0,0,0,3224,"第3賽季水晶衝突：黃金"
105,190427,82091,5,338,0,0,0,3223,"第3賽季水晶衝突：白金"
106,190428,82091,5,339,0,0,0,3222,"第3賽季水晶衝突：鑽石"
107,190429,82091,5,340,0,0,0,3221,"第3賽季水晶衝突：水晶"
108,190430,82091,10,341,0,0,0,3002,"水晶衝突：藍色"
109,190431,82091,10,342,0,0,0,3003,"水晶衝突：紅色"
110,190705,82091,4,343,0,0,0,2400,"多變迷宮：希拉狄哈水道"
111,190966,82091,3,344,0,0,0,2315,"友好部族任務：奧密克戎族"
112,190012,82091,1,1,0,0,0,12,"藍天"
113,190013,82091,1,1,0,0,0,11,"沙灘"
114,190014,82091,1,1,0,0,0,13,"星空"
115,190015,82091,1,1,0,0,0,19,"磚瓦"
116,190016,82091,1,1,0,0,0,20,"漫畫"
117,190017,82091,1,1,0,0,0,17,"黑色方格"
118,190018,82091,1,1,0,0,0,18,"白色方格"
119,190019,82091,1,1,0,0,0,21,"幾何圖形：圓形"
120,190020,82091,1,1,0,0,0,16,"乙太特效：紫色"
121,190021,82091,1,1,0,0,0,14,"乙太特效：藍色"
122,190022,82091,1,1,0,0,0,15,"乙太特效：紅色"
123,190023,82091,7,347,0,0,0,22,"樂譜"
124,190024,82091,1,1,0,0,0,23,"東方樣式"
125,190025,82091,1,1,0,0,0,900,"稀有度1"
126,190026,82091,1,1,0,0,0,901,"稀有度2"
127,190027,82091,1,1,0,0,0,902,"稀有度3"
128,190028,82091,1,1,0,0,0,903,"稀有度4"
129,190029,82091,1,1,0,0,0,904,"稀有度5"
130,190601,82091,9,346,0,0,0,1010,"國旗：利姆薩·羅敏薩"
131,190602,82091,9,346,0,0,0,1011,"國旗：格里達尼亞"
132,190603,82091,9,346,0,0,0,1012,"國旗：烏爾達哈"
133,190432,82091,5,409,0,0,0,3227,"第4賽季水晶衝突：王者"
134,190433,82091,5,410,0,0,0,3228,"第4賽季水晶衝突：勇者"
135,190434,82091,5,411,0,0,0,3229,"第4賽季水晶衝突：獲獎者"
136,190440,82091,5,412,0,0,0,3230,"第4賽季水晶衝突：水晶"
137,190439,82091,5,413,0,0,0,3231,"第4賽季水晶衝突：鑽石"
138,190438,82091,5,414,0,0,0,3232,"第4賽季水晶衝突：白金"
139,190437,82091,5,415,0,0,0,3233,"第4賽季水晶衝突：黃金"
140,190436,82091,5,416,0,0,0,3234,"第4賽季水晶衝突：白銀"
141,190435,82091,5,417,0,0,0,3235,"第4賽季水晶衝突：青銅"
142,190441,82091,5,418,0,0,0,3236,"第5賽季水晶衝突：王者"
143,190442,82091,5,419,0,0,0,3237,"第5賽季水晶衝突：勇者"
144,190443,82091,5,420,0,0,0,3238,"第5賽季水晶衝突：獲獎者"
145,190449,82091,5,421,0,0,0,3239,"第5賽季水晶衝突：水晶"
146,190448,82091,5,422,0,0,0,3240,"第5賽季水晶衝突：鑽石"
147,190447,82091,5,423,0,0,0,3241,"第5賽季水晶衝突：白金"
148,190446,82091,5,424,0,0,0,3242,"第5賽季水晶衝突：黃金"
149,190445,82091,5,425,0,0,0,3243,"第5賽季水晶衝突：白銀"
150,190444,82091,5,426,0,0,0,3244,"第5賽季水晶衝突：青銅"
151,190450,82091,10,427,0,0,0,3004,"獵隼陣營"
152,190451,82091,10,428,0,0,0,3005,"渡鴉陣營"
153,190962,82091,3,429,0,0,0,2311,"友好部族任務：仙子族"
154,190963,82091,3,430,0,0,0,2312,"友好部族任務：奇塔利族"
155,190964,82091,3,431,0,0,0,2313,"友好部族任務：矮人族"
156,190965,82091,3,432,0,0,0,2314,"友好部族任務：悌陽象族"
157,190967,82091,3,433,0,0,0,2316,"友好部族任務：兔兔族"
158,190706,82091,4,434,0,0,0,2504,"絕 歐米茄驗證戰"
159,190711,82091,4,465,0,0,0,2358,"深層迷宮：正統優雷卡1"
160,190712,82091,4,466,0,0,0,2359,"深層迷宮：正統優雷卡2"
161,190713,82091,3,467,0,0,0,2251,"第七星曆編年史：四聖獸奇譚"
162,190714,82091,8,468,0,0,0,2340,"開拓無人島1"
163,190715,82091,8,469,0,0,0,2341,"開拓無人島2"
164,190452,82091,5,502,0,0,0,3245,"第6賽季水晶衝突：王者"
165,190453,82091,5,503,0,0,0,3246,"第6賽季水晶衝突：勇者"
166,190454,82091,5,504,0,0,0,3247,"第6賽季水晶衝突：獲獎者"
167,190460,82091,5,505,0,0,0,3248,"第6賽季水晶衝突：水晶"
168,190459,82091,5,506,0,0,0,3249,"第6賽季水晶衝突：鑽石"
169,190458,82091,5,507,0,0,0,3250,"第6賽季水晶衝突：白金"
170,190457,82091,5,508,0,0,0,3251,"第6賽季水晶衝突：黃金"
171,190456,82091,5,509,0,0,0,3252,"第6賽季水晶衝突：白銀"
172,190455,82091,5,510,0,0,0,3253,"第6賽季水晶衝突：青銅"
173,190461,82091,5,511,0,0,0,3254,"第7賽季水晶衝突：王者"
174,190462,82091,5,512,0,0,0,3255,"第7賽季水晶衝突：勇者"
175,190463,82091,5,513,0,0,0,3256,"第7賽季水晶衝突：獲獎者"
176,190469,82091,5,514,0,0,0,3257,"第7賽季水晶衝突：水晶"
177,190468,82091,5,515,0,0,0,3258,"第7賽季水晶衝突：鑽石"
178,190467,82091,5,516,0,0,0,3259,"第7賽季水晶衝突：白金"
179,190466,82091,5,517,0,0,0,3260,"第7賽季水晶衝突：黃金"
180,190465,82091,5,518,0,0,0,3261,"第7賽季水晶衝突：白銀"
181,190464,82091,5,519,0,0,0,3262,"第7賽季水晶衝突：青銅"
182,190470,82091,10,520,0,0,0,3006,"東方青海波1"
183,190471,82091,10,521,0,0,0,3007,"東方青海波2"
184,190960,82091,3,524,0,0,0,2308,"友好部族任務：甲人族"
185,190959,82091,3,525,0,0,0,2309,"友好部族任務：阿難陀族"
186,190961,82091,3,526,0,0,0,2310,"友好部族任務：鯰魚精族"
187,190320,82091,2,522,0,0,0,2171,"青魔道士（華麗）"
188,190716,82091,3,527,0,0,0,2250,"時代的終結"
189,190717,82091,7,523,0,0,0,3950,"10周年紀念"
190,190718,82091,4,528,0,0,0,2401,"多變迷宮：六根山"
191,190719,82091,8,529,0,0,0,2343,"海釣愛好者"
192,190720,82091,8,530,0,0,0,2344,"願者上鉤"
193,190721,82091,8,531,0,0,0,2350,"運籌帷幄"
194,190490,82091,10,578,0,0,0,3008,"角力學校"
195,190491,82091,10,579,0,0,0,3009,"九霄雲上"
196,190472,82091,5,580,0,0,0,3263,"第8賽季水晶衝突：王者"
197,190473,82091,5,581,0,0,0,3264,"第8賽季水晶衝突：勇者"
198,190474,82091,5,582,0,0,0,3265,"第8賽季水晶衝突：獲獎者"
199,190480,82091,5,583,0,0,0,3266,"第8賽季水晶衝突：水晶"
200,190479,82091,5,584,0,0,0,3267,"第8賽季水晶衝突：鑽石"
201,190478,82091,5,585,0,0,0,3268,"第8賽季水晶衝突：白金"
202,190477,82091,5,586,0,0,0,3269,"第8賽季水晶衝突：黃金"
203,190476,82091,5,587,0,0,0,3270,"第8賽季水晶衝突：白銀"
204,190475,82091,5,588,0,0,0,3271,"第8賽季水晶衝突：青銅"
205,190481,82091,5,589,0,0,0,3272,"第9賽季水晶衝突：王者"
206,190482,82091,5,590,0,0,0,3273,"第9賽季水晶衝突：勇者"
207,190483,82091,5,591,0,0,0,3274,"第9賽季水晶衝突：獲獎者"
208,190489,82091,5,592,0,0,0,3275,"第9賽季水晶衝突：水晶"
209,190488,82091,5,593,0,0,0,3276,"第9賽季水晶衝突：鑽石"
210,190487,82091,5,594,0,0,0,3277,"第9賽季水晶衝突：白金"
211,190486,82091,5,595,0,0,0,3278,"第9賽季水晶衝突：黃金"
212,190485,82091,5,596,0,0,0,3279,"第9賽季水晶衝突：白銀"
213,190484,82091,5,597,0,0,0,3280,"第9賽季水晶衝突：青銅"
214,190492,82091,5,598,0,0,0,3281,"第10賽季水晶衝突：王者"
215,190493,82091,5,599,0,0,0,3282,"第10賽季水晶衝突：勇者"
216,190494,82091,5,600,0,0,0,3283,"第10賽季水晶衝突：獲獎者"
217,190500,82091,5,601,0,0,0,3284,"第10賽季水晶衝突：水晶"
218,190499,82091,5,602,0,0,0,3285,"第10賽季水晶衝突：鑽石"
219,190498,82091,5,603,0,0,0,3286,"第10賽季水晶衝突：白金"
220,190497,82091,5,604,0,0,0,3287,"第10賽季水晶衝突：黃金"
221,190496,82091,5,605,0,0,0,3288,"第10賽季水晶衝突：白銀"
222,190495,82091,5,606,0,0,0,3289,"第10賽季水晶衝突：青銅"
223,190956,82091,3,567,0,0,0,2305,"友好部族任務：瓦努族"
224,190957,82091,3,568,0,0,0,2306,"友好部族任務：骨頜族"
225,190958,82091,3,569,0,0,0,2307,"友好部族任務：莫古利族"
226,190724,82091,3,572,0,0,0,2252,"艾奧傑亞神話"
227,190725,82091,4,574,0,0,0,2402,"多變迷宮：阿羅阿羅島"
228,190722,82091,8,570,0,0,0,2351,"天書奇談"
229,190723,82091,8,571,0,0,0,2352,"幻巧拼圖"
230,190726,82091,7,575,0,0,0,3951,"金碟巨豆中心1"
231,190727,82091,7,576,0,0,0,3952,"金碟巨豆中心2"
232,190728,82091,7,577,0,0,0,3953,"金碟巨豆中心3"
233,190729,82091,7,607,0,0,0,3954,"妖怪手錶"
234,190241,82091,2,703,0,0,0,2063,"毒蛇劍士（簡易）"
235,190321,82091,2,681,0,0,0,2163,"毒蛇劍士（華麗）"
236,190242,82091,2,704,0,0,0,2070,"繪靈法師（簡易）"
237,190322,82091,2,682,0,0,0,2170,"繪靈法師（華麗）"
238,190501,82091,10,683,0,0,0,3010,"火山之心"
239,190502,82091,10,684,0,0,0,3011,"機關大殿"
240,190503,82091,5,685,0,0,0,3290,"第11賽季水晶衝突：王者"
241,190504,82091,5,686,0,0,0,3291,"第11賽季水晶衝突：勇者"
242,190505,82091,5,687,0,0,0,3292,"第11賽季水晶衝突：獲獎者"
243,190511,82091,5,688,0,0,0,3293,"第11賽季水晶衝突：水晶"
244,190510,82091,5,689,0,0,0,3294,"第11賽季水晶衝突：鑽石"
245,190509,82091,5,690,0,0,0,3295,"第11賽季水晶衝突：白金"
246,190508,82091,5,691,0,0,0,3296,"第11賽季水晶衝突：黃金"
247,190507,82091,5,692,0,0,0,3297,"第11賽季水晶衝突：白銀"
248,190506,82091,5,693,0,0,0,3298,"第11賽季水晶衝突：青銅"
249,190954,82091,3,694,0,0,0,2302,"友好部族任務：地靈族"
250,190952,82091,3,695,0,0,0,2301,"友好部族任務：風精靈族"
251,190951,82091,3,696,0,0,0,2300,"友好部族任務：蜥蜴人族"
252,190955,82091,3,697,0,0,0,2303,"友好部族任務：魚人族"
253,190953,82091,3,698,0,0,0,2304,"友好部族任務：鳥人族"
254,190662,82091,9,701,0,0,0,1036,"圖萊尤拉1"
255,190663,82091,9,702,0,0,0,1037,"圖萊尤拉2"
256,190664,82091,9,699,0,0,0,1038,"九號解決方案1"
257,190665,82091,9,700,0,0,0,1039,"九號解決方案2"
258,0,0,0,0,0,0,0,0,""
259,0,0,0,0,0,0,0,0,""
260,0,0,0,0,0,0,0,0,""
261,0,0,0,0,0,0,0,0,""
262,0,0,0,0,0,0,0,0,""
263,0,0,0,0,0,0,0,0,""
264,0,0,0,0,0,0,0,0,""
265,0,0,0,0,0,0,0,0,""
266,0,0,0,0,0,0,0,0,""
267,0,0,0,0,0,0,0,0,""
268,0,0,0,0,0,0,0,0,""
269,0,0,0,0,0,0,0,0,""
270,0,0,0,0,0,0,0,0,""
271,0,0,0,0,0,0,0,0,""
272,0,0,0,0,0,0,0,0,""
273,0,0,0,0,0,0,0,0,""
274,0,0,0,0,0,0,0,0,""
275,0,0,0,0,0,0,0,0,""
276,0,0,0,0,0,0,0,0,""
277,0,0,0,0,0,0,0,0,""
278,0,0,0,0,0,0,0,0,""
279,0,0,0,0,0,0,0,0,""
280,0,0,0,0,0,0,0,0,""
281,0,0,0,0,0,0,0,0,""
282,0,0,0,0,0,0,0,0,""
283,0,0,0,0,0,0,0,0,""
284,0,0,0,0,0,0,0,0,""
285,0,0,0,0,0,0,0,0,""
286,0,0,0,0,0,0,0,0,""
287,0,0,0,0,0,0,0,0,""
288,0,0,0,0,0,0,0,0,""
289,0,0,0,0,0,0,0,0,""
290,0,0,0,0,0,0,0,0,""
291,0,0,0,0,0,0,0,0,""
292,0,0,0,0,0,0,0,0,""
293,0,0,0,0,0,0,0,0,""
294,0,0,0,0,0,0,0,0,""
295,0,0,0,0,0,0,0,0,""
296,0,0,0,0,0,0,0,0,""
297,0,0,0,0,0,0,0,0,""
298,0,0,0,0,0,0,0,0,""
299,0,0,0,0,0,0,0,0,""
300,0,0,0,0,0,0,0,0,""
301,0,0,0,0,0,0,0,0,""
302,0,0,0,0,0,0,0,0,""
303,0,0,0,0,0,0,0,0,""
304,0,0,0,0,0,0,0,0,""
305,0,0,0,0,0,0,0,0,""
306,0,0,0,0,0,0,0,0,""
307,0,0,0,0,0,0,0,0,""
308,0,0,0,0,0,0,0,0,""
309,0,0,0,0,0,0,0,0,""
310,0,0,0,0,0,0,0,0,""
311,0,0,0,0,0,0,0,0,""
312,0,0,0,0,0,0,0,0,""
313,0,0,0,0,0,0,0,0,""
314,0,0,0,0,0,0,0,0,""
315,0,0,0,0,0,0,0,0,""
316,0,0,0,0,0,0,0,0,""
317,0,0,0,0,0,0,0,0,""
318,0,0,0,0,0,0,0,0,""
319,0,0,0,0,0,0,0,0,""
320,0,0,0,0,0,0,0,0,""
321,0,0,0,0,0,0,0,0,""
322,0,0,0,0,0,0,0,0,""
323,0,0,0,0,0,0,0,0,""
324,0,0,0,0,0,0,0,0,""
325,0,0,0,0,0,0,0,0,""
326,0,0,0,0,0,0,0,0,""
327,0,0,0,0,0,0,0,0,""
328,0,0,0,0,0,0,0,0,""
329,0,0,0,0,0,0,0,0,""
330,0,0,0,0,0,0,0,0,""
