key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
33,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"那個，你能幫我們一把嗎？
我們想要去救回被盧恩族誘拐的市民。","盧恩族會把那些市民交給蜥蜴人族的。
現在他們似乎在進行最終談判。","這是救回大家的最後機會。
拜託你，請助我們一臂之力 ！","要幫忙嗎？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※此F.A.T.E.事件的推薦等級為<Value>IntegerParameter(1)</Value>級。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","……我明白了。
我們好歹也有銅刃團的尊嚴。",""
34,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"","","","","","","",""
35,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"集合！
為了防範帝國兵的襲擊，
下面我們要進行黑渦團新兵的實戰訓練！","這項防衛訓練的內容是消滅攻過來的黑渦團教導隊員，
堅守德內維爾關不被突破！","雖然這是項危險的訓練，
不過如果你願意，可以允許你參與此次訓練。","要參與訓練嗎？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※此F.A.T.E.事件的推薦等級為<Value>IntegerParameter(1)</Value>級。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","那我勸你趕快離開這裡，
以免被捲入訓練。",""
36,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"這不是冒險者嗎！
我們的相遇簡直就是命運的安排。","最近，這一帶的鼴鼠大量繁殖，
把田地鑽得坑坑疤疤的，實在很讓人頭疼。","你能幫我去消滅那些可恨的鼴鼠嗎？","要去消滅鼴鼠嗎？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※此F.A.T.E.事件的推薦等級為<Value>IntegerParameter(1)</Value>級。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","哦，太好了！
……快看，它們出現了！
那就拜託你了！","","不愛管這事也是理所當然的啊……嘁。",""
37,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"請幫我們去消滅那些可恨的鼴鼠，拜託了！","","","","","","",""
38,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"你對自己的身手有自信嗎？有時間接點事做嗎？
我想委託你護送我到小阿拉米格。","我需要向那邊的部隊報告有關蜥蜴人族的情報，
這是與戰況相關的重要情報。
但我在得到這個情報的時候不小心被他們看到了。","如果出動整個部隊防範他們的攻擊，
反而會因為目標過大而成為眾矢之的。
所以我才想要拜託你來護送我，畢竟你不是這裡的人。","要幫忙嗎？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※此F.A.T.E.事件的推薦等級為<Value>IntegerParameter(1)</Value>級。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","多說無用，請忘了我剛剛說的話。
",""
39,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"喂，你是冒險者吧？
我想找你幫點忙。","有一種叫做大洋妖紅花的花型魔物
在這一帶長得太茂盛了……很讓人頭疼。
不知道是不是它們根深蒂固了，怎麼砍都會再出現。","雖然這麼說，但也不能就這麼放著不管……
我是已經無能為力了。
所以能拜託你幫我驅除它們嗎？","要幫忙驅除魔物嗎？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※此F.A.T.E.事件的推薦等級為<Value>IntegerParameter(1)</Value>級。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","真的嗎，你會幫我嗎？
太謝謝了……啊，剛說完它們就出現了！
冒險者，快把它們幹掉吧！","","嗯……這樣啊，你無法幫我嗎。
好吧，我也不能強人所難。
等你下次有空的時候再來幫我吧。",""
40,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"可惡的大洋妖紅花，竟然接連不斷地出現！
冒險者，就請你逐一消滅它們吧！靠你了！","","","","","","",""
41,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"冒險者，請幫幫我！
我一個人根本沒辦法搞定！","我本來想要將風車小屋裡磨好的小麥粉發貨的，
但那些餓瘋了的嬰猴總是會襲擊過來，
我根本運不出去。","它們好像記住了味道，
只要我一運出去，它們就會襲擊過來。
所以拜託你，消滅那些嬰猴！","要幫忙消滅嬰猴嗎？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※此F.A.T.E.事件的推薦等級為<Value>IntegerParameter(1)</Value>級。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","謝謝你，冒險者果然靠得住！
那就拜託你了！","","這樣啊……那就沒辦法了。
雖然很遺憾，不過我還是找其他人幫忙吧。",""
42,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"這一帶的河蟾蜍繁殖得特別快，
如果不定期驅除的話會不得了的。
現在正好是定期驅除河蟾蜍的時候。","雖然已經習慣了，不過這項工作並不輕鬆。
如果你方便的話，能來幫個忙嗎？","我們要驅除的物件是河蟾蜍中繁殖能力最強的杖蟾蜍。
其他的品種可以不用管。","那麼就拜託你了，冒險者。
我在這裡守著，
避免過往的行人受到牽連。","……我可不是因為害怕蟾蜍才拜託你的哦！","","",""
43,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"這一帶的河蟾蜍繁殖得特別快，
如果不定期驅除的話會不得了的。
我正要開始定期驅除河蟾蜍。","雖然已經習慣了，不過這項工作並不輕鬆。
如果你方便的話，能來幫個忙嗎？","要幫忙驅除河蟾蜍嗎？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※此F.A.T.E.事件的推薦等級為<Value>IntegerParameter(1)</Value>級。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","我們要驅除的物件是河蟾蜍中繁殖能力特別強的杖蟾蜍。
其他的品種可以不用管。","","這樣啊……那就沒辦法了。
我們自己來處理吧。",""
44,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"参ったな……またヤーゾンが集まってきやがった。
やつら、杭打ち機に巣を作ろうとするんだよ。","こうなると作業になんなくてね。
すまないが、ヤーゾンの駆除を手伝ってくれないか？","引き受けますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","助かるよ。
やつら、そこの木の辺りに集まってきてる。
杭打ち機に寄り付く前に、倒してくれ！","","そうか……。急いで他を当たらないとな。",""
45,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"這一帶出現了好多土元精……
你能幫我收集一些它們的核心嗎？","把這些核心打進地面的話可以堅固地基……
是開墾薩納蘭的……必需品。","要幫忙嗎？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※此F.A.T.E.事件的推薦等級為<Value>IntegerParameter(1)</Value>級。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","你可以打倒它們後把核心奪過來，
也可以從地上撿……
總之收集好給我就行……","","畢竟這事和你無關啊……",""
46,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"請、請幫幫我，冒險者大人！
以那間廢棄小屋為據點的盜賊團體
剛剛搶走了我重要的貨物！","沒有那些貨物的話我會餓死的！
自己到他們據點去拿只是白白送死。
拜託你幫我把行李奪回來吧！","要幫忙嗎？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※此F.A.T.E.事件的推薦等級為<Value>IntegerParameter(1)</Value>級。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","神啊！我的性命就託付給冒險者大人了！","","怎麼這樣！
這樣下去我會被餵螞蟻的！",""
47,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"你來得正好！
你能從哥布林族手中保護這份物資嗎？
這是剛剛送到的。","那些傢伙因為被趕了出去，
竟然開始破壞裝有物資的箱子來洩憤。
我可是損失慘重啊。","要幫忙嗎？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※此F.A.T.E.事件的推薦等級為<Value>IntegerParameter(1)</Value>級。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","太好了。
裝物資的箱子就在那裡……
哎呀，才剛說完哥布林族就來了！","","你要是做得好的話，我還打算以重金答謝呢。
你不重新考慮一下嗎？",""
48,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"我的父親死在了這個池塘。
他是在釣魚的時候被產卵歐羅彭吃掉的……","如果這個世界上沒有歐羅彭就好了！
你是冒險者的話，就去打倒那些傢伙們啊！","要出手嗎？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※此F.A.T.E.事件的推薦等級為<Value>IntegerParameter(1)</Value>級。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","太好了，為父親報仇了！
你要更多更多地消滅它們啊！","","膽小鬼！我明明聽說冒險者都很勇敢的！",""
