key,0,1,2
8,"[第8期]","穿行威隧道開通","貫穿西南部環形山的穿行威隧道現已開通！

這座環形山名為閃亮山，山體由非常堅硬的水晶層與較為柔軟的岩石層混合組成，此次隧道建設對於我們來說是一次檢驗技術實力的絕佳機會。
為此我們和薩雷安的研究者共同設計了新的潛盾隧道，促成了隧道的順利完工。
想必本次施工的經驗在往後外星探索時也會派上用場！"
9,"[第9期]","宇宙快線向隧道內部區域延伸","宇宙快線目前已經通到了渴望灣西南部的穿行威隧道內部區域！

在穿行威隧道內部，不但有可能採掘到特殊礦物，我們還發現了過去墜落的古代亞拉戈文明的遺物。如果能有效利用這些資源，宇宙探索計畫應該能取得進一步發展。"
10,"[第10期]","進一步擴建月門基地","真是令人感嘆，我似乎看到一座新的城市正在這月面之上拔地而起。在各位的協助下，月門基地新一輪的擴建已經完成！
 
 在本次擴建中，為了使分散配置的各類設施能更有效率地配合，我們進一步整修了道路、隔離牆以及管線等設施。
 除了改善居住環境以外，我們也改建了備用物資的供給處，歡迎各位協助者們繼續光臨。
 
 雖然仍有待解決的課題，但我們會繼續擴充這座基地的設施！"
11,"[第11期]","能源與水利設施竣工","在各位的幫助下，新的發電站與供水站建設完成了！

電力對宇宙飛船而言是不可或缺的，因此能夠產生龐大電力的發電站對宇宙探索計畫來說有著極為重要的意義。
另外，淨水設施能利用中控水晶的力量淨化從魔泉汲取的水，提高了獲取飲用水的便捷性。
能源和水——這兩處設施的建立為我們架起了生命線！"
12,"[第12期]","機庫和宇宙港完工","機庫和宇宙港的建設終於完工了！

兩處設施現在均經由地下雷線直連發電站，針對機具和宇宙飛船的能源供給體系也已完備。
另一方面，為了應對發電站故障的情況，在機庫和宇宙港都配有小型輔助發電設備，作為備用能源。
居安思危，時常為最壞的情況做好準備是非常重要的！"
13,"[第13期]","開通月底升降梯","為了前往渴望灣東北部地裂之下的巨大空間，我們開通了月底升降梯！

這片空間是由無人機調查發現的，為了累積外星探索的經驗，我們決定在這裡開路並開採資源。
我們應用挖掘隧道時累積的經驗，建造了能夠搭載重型機械的升降梯，這一成功讓我們士氣大振。

另外，成功探索月底一帶後，我們就探索過渴望灣的所有區域了。
今後我們仍會步履不停，繼續推進宇宙探索計畫！"
14,"[第14期]","宇宙快線向月底延伸","宇宙快線目前已經通到了渴望灣東北部的月底區域！
現在我們能搭乘宇宙快線往來渴望灣全域了！

雖然施工的過程困難重重，但我們終於能夠輕鬆前往魔泉瀑布和生長著大量菌類的小洞窟了，這是巨大的收獲。
這些成功的經驗將來在探索外星的過程中一定能派上用場。讓我們今後繼續通力合作吧！"
15,"[第15期]","月上跳跳城竣工","在月門基地的中央張開了一個巨大的圓形穹頂，宛如月面之上升起了另一輪明月，令人嘆為觀止！

它的名字是「月上跳跳城」！
我們聚集在穹頂之下，渴望著從月面起跳，前往光輝燦爛的星河……這就是月上跳跳城名字的由來。

在設計方面，我們採用了圓形的穹頂覆蓋住這座城市，這樣既能減輕隕石擊中中控水晶的風險，也能為大家提供安心的生活保障。
希望研究員們和兔兔族在四處奔波之餘，在這裡隨意小憩、放鬆身心。
這座渴望灣中央設施的完工，同時也意味著我們在月面之上的探索告一段落。
這段時間我們獲得了許多人的鼎力相助，我在此鄭重地向大家表示感謝！"
16,"[第16期]","對未知群星的憧憬從月球啟航","目前計畫中的全部設施均已建設完成，準備就緒的新飛船正在宇宙港裡蓄勢待發！
 
 這些日子以來，我們不辭辛勞、揮汗如雨。
當探索威主任和各位人類不經意間仰望黑暗深邃的太空，眼中映入群星的光輝之時……在一賞此番美景的瞬間，我在日誌中所寫下的種種艱難困苦便成為了過去。
 
 好了，是時候飛向群星，展開新的探索之旅了！
本人衷心期待未來還能繼續為宇宙探索的軌跡記錄新的篇章！"
17,"","",""
18,"","",""
19,"","",""
20,"","",""
21,"","",""
22,"","",""
23,"","",""
24,"","",""
25,"","",""
26,"","",""
27,"","",""
28,"","",""
29,"","",""
30,"","",""
31,"","",""
32,"","",""
33,"","",""
