key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
8,"火之水晶",0,"",0,0,1,0,0,"火媒介的結晶。","火之水晶",20007,25,1,11,0,59,58,0,4,20010,9999,False,False,False,False,229,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
9,"冰之水晶",0,"",0,0,1,0,0,"冰媒介的結晶。","冰之水晶",20009,25,1,11,0,59,58,0,4,20020,9999,False,False,False,False,229,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
10,"風之水晶",0,"",0,0,1,0,0,"風媒介的結晶。","風之水晶",20010,25,1,11,0,59,58,0,4,20030,9999,False,False,False,False,229,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
11,"土之水晶",0,"",0,0,1,0,0,"土媒介的結晶。","土之水晶",20012,25,1,11,0,59,58,0,4,20040,9999,False,False,False,False,229,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
12,"雷之水晶",0,"",0,0,1,0,0,"雷媒介的結晶。","雷之水晶",20011,25,1,11,0,59,58,0,4,20050,9999,False,False,False,False,229,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
13,"水之水晶",0,"",0,0,1,0,0,"水媒介的結晶。","水之水晶",20008,25,1,11,0,59,58,0,4,20060,9999,False,False,False,False,229,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
14,"火之晶簇",0,"",0,0,1,0,0,"火媒介的樹狀結晶。","火之晶簇",20013,50,1,11,0,59,58,0,4,30010,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
15,"冰之晶簇",0,"",0,0,1,0,0,"冰媒介的樹狀結晶。","冰之晶簇",20015,50,1,11,0,59,58,0,4,30020,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
16,"風之晶簇",0,"",0,0,1,0,0,"風媒介的樹狀結晶。","風之晶簇",20016,50,1,11,0,59,58,0,4,30030,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
17,"土之晶簇",0,"",0,0,1,0,0,"土媒介的樹狀結晶。","土之晶簇",20018,50,1,11,0,59,58,0,4,30040,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
18,"雷之晶簇",0,"",0,0,1,0,0,"雷媒介的樹狀結晶。","雷之晶簇",20017,50,1,11,0,59,58,0,4,30050,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
19,"水之晶簇",0,"",0,0,1,0,0,"水媒介的樹狀結晶。","水之晶簇",20014,50,1,11,0,59,58,0,4,30060,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
20,"黑渦團軍票",0,"",0,0,1,0,0,"利姆薩·羅敏薩所屬大國防聯軍「黑渦團」所發行的軍票，能夠交換軍裝及軍需品。","黑渦團軍票",65004,1,1,16,0,63,0,0,3,0,200000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
21,"雙蛇黨軍票",0,"",0,0,1,0,0,"格里達尼亞所屬大國防聯軍「雙蛇黨」所發行的軍票，能夠交換軍裝及軍需品。","雙蛇黨軍票",65005,1,1,16,0,63,0,0,3,0,200000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
22,"不滅隊軍票",0,"",0,0,1,0,0,"烏爾達哈所屬大國防聯軍「不滅隊」所發行的軍票，能夠交換軍裝及軍需品。","不滅隊軍票",65006,1,1,16,0,63,0,0,3,0,200000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
23,"亞拉戈哲學神典石",0,"",0,0,1,0,0,"古代亞拉戈帝國用於進行記錄的奇妙石頭。上面記載了關於哲學的內容。","亞拉戈哲學神典石",65012,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
24,"亞拉戈神話神典石",0,"",0,0,1,0,0,"古代亞拉戈帝國用於進行記錄的奇妙石頭。上面記載了關於神話的內容。","亞拉戈神話神典石",65013,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
25,"狼印戰績",0,"",0,0,1,0,0,"大國防聯軍之間通用的戰績票。
可以在狼獄水上鬥技場換取兵裝和軍用品。","狼印戰績",65014,55,1,16,0,63,0,0,3,0,20000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
26,"亞拉戈戰記神典石",0,"",0,0,1,0,0,"古代亞拉戈帝國用於進行記錄的奇妙石頭。上面記載了關於戰記的內容。","亞拉戈戰記神典石",65022,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
27,"同盟徽章",0,"",0,0,1,0,0,"艾奧傑亞城邦軍事同盟所發行的紀念徽章，是狩獵任務成功的證明。","同盟徽章",65024,1,1,16,0,63,0,0,3,0,4000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
28,"亞拉戈詩學神典石",0,"",0,0,1,0,0,"古代亞拉戈帝國用於進行記錄的奇妙石頭。上面記載了關於詩學的內容。","亞拉戈詩學神典石",65023,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
29,"金碟幣",0,"",0,0,1,0,0,"金碟遊樂園中專用的代幣。上面刻有戈德伯特·曼德維爾的側面像。","金碟幣",65025,1,1,16,0,63,0,0,3,0,9999999,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
30,"亞拉戈法典神典石",0,"",0,0,1,0,0,"古代亞拉戈帝國用於進行記錄的奇妙石頭。上面記載了關於法典的內容。","亞拉戈法典神典石",65032,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
31,"亞拉戈禁書神典石",0,"",0,0,1,0,0,"古代亞拉戈帝國用於進行記錄的奇妙石頭。上面記載了關於禁書的內容。","亞拉戈禁書神典石",65033,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
32,"亞拉戈傳承神典石",0,"",0,0,1,0,0,"古代亞拉戈帝國用於進行記錄的奇妙石頭。上面記載了關於傳承的內容。","亞拉戈傳承神典石",65038,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
33,"亞拉戈聖典神典石",0,"",0,0,1,0,0,"古代亞拉戈帝國用於進行記錄的奇妙石頭。上面記載了關於聖典的內容。","亞拉戈聖典神典石",65041,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
34,"亞拉戈真理神典石",0,"",0,0,1,0,0,"古代亞拉戈帝國用於進行記錄的奇妙石頭。上面記載了關於真理的內容。","亞拉戈真理神典石",65045,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
35,"亞拉戈萬物神典石",0,"",0,0,1,0,0,"古代亞拉戈帝國用於進行記錄的奇妙石頭。上面記載了關於萬物的內容。","亞拉戈萬物神典石",65046,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
36,"亞拉戈虛構神典石",0,"",0,0,1,0,0,"古代亞拉戈帝國用於進行記錄的奇妙石頭。上面記載了各種虛構的內容。","亞拉戈虛構神典石",65062,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
37,"亞拉戈創世神典石",0,"",0,0,1,0,0,"古代亞拉戈帝國用於進行記錄的奇妙石頭。上面記載了關於創世的內容。","亞拉戈創世神典石",65065,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
38,"亞拉戈魔典神典石",0,"",0,0,1,0,0,"古代亞拉戈帝國用於進行記錄的奇妙石頭。上面記載了關於魔典的內容。","亞拉戈魔典神典石",65066,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
39,"亞拉戈幻想神典石",0,"",0,0,1,0,0,"古代亞拉戈帝國用於進行記錄的奇妙石頭。上面記載了關於幻想的內容。","亞拉戈幻想神典石",65067,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
40,"亞拉戈奇譚神典石",0,"",0,0,1,0,0,"古代亞拉戈帝國用於進行記錄的奇妙石頭。上面記載了關於奇譚的內容。","亞拉戈奇譚神典石",65075,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
41,"亞拉戈默示神典石",0,"",0,0,1,0,0,"古代亞拉戈帝國用於進行記錄的奇妙石頭。上面記載了關於默示的內容。","亞拉戈默示神典石",65083,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
42,"亞拉戈經典神典石",0,"",0,0,1,0,0,"古代亞拉戈帝國用於進行記錄的奇妙石頭。上面記載了關於經典的內容。","亞拉戈經典神典石",65085,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
43,"亞拉戈天文神典石",0,"",0,0,1,0,0,"古代亞拉戈帝國用於進行記錄的奇妙石頭。上面記載了關於天文的內容。","亞拉戈天文神典石",65086,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
44,"亞拉戈因果神典石",0,"",0,0,1,0,0,"古代亞拉戈帝國用於進行記錄的奇妙石頭。上面記載了關於因果的內容。","亞拉戈因果神典石",65094,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
45,"亞拉戈神曲神典石",0,"",0,0,1,0,0,"古代亞拉戈帝國用於進行記錄的奇妙石頭。上面記載了關於神曲的內容。","亞拉戈神曲神典石",65103,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
46,"亞拉戈美學神典石",0,"",0,0,1,0,0,"古代亞拉戈帝國用於進行記錄的奇妙石頭。上面記載了關於美學的內容。","亞拉戈美學神典石",65107,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
47,"亞拉戈天道神典石",0,"",0,0,1,0,0,"古代亞拉戈帝國用於進行記錄的奇妙石頭。上面記載了關於天道的內容。","亞拉戈天道神典石",65108,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
48,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0,False,0,0,0,0,0,0,0,False,False,0,0,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
49,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0,False,0,0,0,0,0,0,0,False,False,0,0,0,0,0,0,0,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
