key,0,1,2,3,4,5,6,7
1040,"園藝宇宙資料IV",0,"0",0,0,1,0,0
1041,"漁師宇宙資料I",0,"0",0,0,1,0,0
1042,"漁師宇宙資料II",0,"0",0,0,1,0,0
1043,"漁師宇宙資料III",0,"0",0,0,1,0,0
1044,"漁師宇宙資料IV",0,"0",0,0,1,0,0
1045,"",0,"",0,0,0,0,0
1046,"",0,"",0,0,0,0,0
1047,"",0,"",0,0,0,0,0
1048,"",0,"",0,0,0,0,0
1049,"",0,"",0,0,0,0,0
1050,"",0,"",0,0,0,0,0
1051,"",0,"",0,0,0,0,0
1052,"",0,"",0,0,0,0,0
1053,"",0,"",0,0,0,0,0
1054,"",0,"",0,0,0,0,0
1055,"",0,"",0,0,0,0,0
2000,"",0,"",0,0,0,0,0
2001,"木工初級N-1",0,"0",0,0,1,0,0
2002,"木工初級N-2",0,"0",0,0,1,0,0
2003,"木工初級N-3",0,"0",0,0,1,0,0
2004,"木工初級N-4",0,"0",0,0,1,0,0
2005,"木工初級N-5",0,"0",0,0,1,0,0
2006,"木工初級N-6",0,"0",0,0,1,0,0
2007,"木工初級N-7",0,"0",0,0,1,0,0
2008,"木工初級N-8",0,"0",0,0,1,0,0
2009,"鍛造初級N-1",0,"0",0,0,1,0,0
2010,"鍛造初級N-2",0,"0",0,0,1,0,0
2011,"鍛造初級N-3",0,"0",0,0,1,0,0
2012,"鍛造初級N-4",0,"0",0,0,1,0,0
2013,"鍛造初級N-5",0,"0",0,0,1,0,0
2014,"鍛造初級N-6",0,"0",0,0,1,0,0
2015,"鍛造初級N-7",0,"0",0,0,1,0,0
2016,"鍛造初級N-8",0,"0",0,0,1,0,0
2017,"甲冑初級N-1",0,"0",0,0,1,0,0
2018,"甲冑初級N-2",0,"0",0,0,1,0,0
2019,"甲冑初級N-3",0,"0",0,0,1,0,0
2020,"甲冑初級N-4",0,"0",0,0,1,0,0
2021,"甲冑初級N-5",0,"0",0,0,1,0,0
2022,"甲冑初級N-6",0,"0",0,0,1,0,0
2023,"甲冑初級N-7",0,"0",0,0,1,0,0
2024,"甲冑初級N-8",0,"0",0,0,1,0,0
2025,"金工初級N-1",0,"0",0,0,1,0,0
2026,"金工初級N-2",0,"0",0,0,1,0,0
2027,"金工初級N-3",0,"0",0,0,1,0,0
2028,"金工初級N-4",0,"0",0,0,1,0,0
2029,"金工初級N-5",0,"0",0,0,1,0,0
2030,"金工初級N-6",0,"0",0,0,1,0,0
2031,"金工初級N-7",0,"0",0,0,1,0,0
2032,"金工初級N-8",0,"0",0,0,1,0,0
2033,"皮革初級N-1",0,"0",0,0,1,0,0
2034,"皮革初級N-2",0,"0",0,0,1,0,0
2035,"皮革初級N-3",0,"0",0,0,1,0,0
2036,"皮革初級N-4",0,"0",0,0,1,0,0
2037,"皮革初級N-5",0,"0",0,0,1,0,0
2038,"皮革初級N-6",0,"0",0,0,1,0,0
2039,"皮革初級N-7",0,"0",0,0,1,0,0
2040,"皮革初級N-8",0,"0",0,0,1,0,0
2041,"裁縫初級N-1",0,"0",0,0,1,0,0
2042,"裁縫初級N-2",0,"0",0,0,1,0,0
2043,"裁縫初級N-3",0,"0",0,0,1,0,0
2044,"裁縫初級N-4",0,"0",0,0,1,0,0
2045,"裁縫初級N-5",0,"0",0,0,1,0,0
2046,"裁縫初級N-6",0,"0",0,0,1,0,0
2047,"裁縫初級N-7",0,"0",0,0,1,0,0
2048,"裁縫初級N-8",0,"0",0,0,1,0,0
2049,"鍊金初級N-1",0,"0",0,0,1,0,0
2050,"鍊金初級N-2",0,"0",0,0,1,0,0
2051,"鍊金初級N-3",0,"0",0,0,1,0,0
2052,"鍊金初級N-4",0,"0",0,0,1,0,0
2053,"鍊金初級N-5",0,"0",0,0,1,0,0
2054,"鍊金初級N-6",0,"0",0,0,1,0,0
2055,"鍊金初級N-7",0,"0",0,0,1,0,0
2056,"鍊金初級N-8",0,"0",0,0,1,0,0
2057,"烹調初級N-1",0,"0",0,0,1,0,0
2058,"烹調初級N-2",0,"0",0,0,1,0,0
2059,"烹調初級N-3",0,"0",0,0,1,0,0
2060,"烹調初級N-4",0,"0",0,0,1,0,0
2061,"烹調初級N-5",0,"0",0,0,1,0,0
2062,"烹調初級N-6",0,"0",0,0,1,0,0
2063,"烹調初級N-7",0,"0",0,0,1,0,0
2064,"烹調初級N-8",0,"0",0,0,1,0,0
2065,"採掘初級N-1",0,"0",0,0,1,0,0
2066,"採掘初級N-2",0,"0",0,0,1,0,0
2067,"採掘初級N-3",0,"0",0,0,1,0,0
2068,"採掘初級N-4",0,"0",0,0,1,0,0
2069,"採掘初級N-5",0,"0",0,0,1,0,0
2070,"採掘初級N-6",0,"0",0,0,1,0,0
2071,"採掘初級N-7",0,"0",0,0,1,0,0
2072,"採掘初級N-8",0,"0",0,0,1,0,0
2073,"園藝初級N-1",0,"0",0,0,1,0,0
2074,"園藝初級N-2",0,"0",0,0,1,0,0
2075,"園藝初級N-3",0,"0",0,0,1,0,0
2076,"園藝初級N-4",0,"0",0,0,1,0,0
2077,"園藝初級N-5",0,"0",0,0,1,0,0
2078,"園藝初級N-6",0,"0",0,0,1,0,0
2079,"園藝初級N-7",0,"0",0,0,1,0,0
2080,"園藝初級N-8",0,"0",0,0,1,0,0
2081,"漁師初級N-1",0,"0",0,0,1,0,0
2082,"漁師初級N-2",0,"0",0,0,1,0,0
2083,"漁師初級N-3",0,"0",0,0,1,0,0
2084,"漁師初級N-4",0,"0",0,0,1,0,0
2085,"漁師初級N-5",0,"0",0,0,1,0,0
2086,"漁師初級N-6",0,"0",0,0,1,0,0
2087,"漁師初級N-7",0,"0",0,0,1,0,0
2088,"漁師初級N-8",0,"0",0,0,1,0,0
3000,"",0,"",0,0,0,0,0
3001,"木工工具",0,"0",0,0,1,0,0
3002,"鍛造工具",0,"0",0,0,1,0,0
3003,"甲冑工具",0,"0",0,0,1,0,0
3004,"金工工具",0,"0",0,0,1,0,0
3005,"皮革工具",0,"0",0,0,1,0,0
3006,"裁縫工具",0,"0",0,0,1,0,0
3007,"鍊金工具",0,"0",0,0,1,0,0
3008,"烹調工具",0,"0",0,0,1,0,0
3009,"採掘工具",0,"0",0,0,1,0,0
3010,"園藝工具",0,"0",0,0,1,0,0
3011,"漁師用具",0,"0",0,0,1,0,0
4000,"",0,"",0,0,0,0,0
4001,"木工資料I",0,"0",0,0,1,0,0
4002,"木工資料II",0,"0",0,0,1,0,0
4003,"木工資料III",0,"0",0,0,1,0,0
4004,"木工資料IV",0,"0",0,0,1,0,0
4005,"鍛造資料I",0,"0",0,0,1,0,0
4006,"鍛造資料II",0,"0",0,0,1,0,0
4007,"鍛造資料III",0,"0",0,0,1,0,0
4008,"鍛造資料IV",0,"0",0,0,1,0,0
4009,"甲冑資料I",0,"0",0,0,1,0,0
4010,"甲冑資料II",0,"0",0,0,1,0,0
4011,"甲冑資料III",0,"0",0,0,1,0,0
4012,"甲冑資料IV",0,"0",0,0,1,0,0
4013,"金工資料I",0,"0",0,0,1,0,0
4014,"金工資料II",0,"0",0,0,1,0,0
4015,"金工資料III",0,"0",0,0,1,0,0
4016,"金工資料IV",0,"0",0,0,1,0,0
4017,"皮革資料I",0,"0",0,0,1,0,0
4018,"皮革資料II",0,"0",0,0,1,0,0
4019,"皮革資料III",0,"0",0,0,1,0,0
4020,"皮革資料IV",0,"0",0,0,1,0,0
4021,"裁縫資料I",0,"0",0,0,1,0,0
4022,"裁縫資料II",0,"0",0,0,1,0,0
4023,"裁縫資料III",0,"0",0,0,1,0,0
4024,"裁縫資料IV",0,"0",0,0,1,0,0
4025,"鍊金資料I",0,"0",0,0,1,0,0
4026,"鍊金資料II",0,"0",0,0,1,0,0
4027,"鍊金資料III",0,"0",0,0,1,0,0
4028,"鍊金資料IV",0,"0",0,0,1,0,0
4029,"烹調資料I",0,"0",0,0,1,0,0
4030,"烹調資料II",0,"0",0,0,1,0,0
4031,"烹調資料III",0,"0",0,0,1,0,0
4032,"烹調資料IV",0,"0",0,0,1,0,0
4033,"採掘資料I",0,"0",0,0,1,0,0
4034,"採掘資料II",0,"0",0,0,1,0,0
4035,"採掘資料III",0,"0",0,0,1,0,0
4036,"採掘資料IV",0,"0",0,0,1,0,0
4037,"園藝資料I",0,"0",0,0,1,0,0
4038,"園藝資料II",0,"0",0,0,1,0,0
4039,"園藝資料III",0,"0",0,0,1,0,0
4040,"園藝資料IV",0,"0",0,0,1,0,0
4041,"漁師資料I",0,"0",0,0,1,0,0
4042,"漁師資料II",0,"0",0,0,1,0,0
4043,"漁師資料III",0,"0",0,0,1,0,0
4044,"漁師資料IV",0,"0",0,0,1,0,0
4045,"",0,"",0,0,0,0,0
4046,"",0,"",0,0,0,0,0
4047,"",0,"",0,0,0,0,0
4048,"",0,"",0,0,0,0,0
4049,"",0,"",0,0,0,0,0
4050,"",0,"",0,0,0,0,0
4051,"",0,"",0,0,0,0,0
4052,"",0,"",0,0,0,0,0
4053,"",0,"",0,0,0,0,0
4054,"",0,"",0,0,0,0,0
4055,"",0,"",0,0,0,0,0
5000,"",0,"",0,0,0,0,0
5001,"",0,"",0,0,0,0,0
5002,"",0,"",0,0,0,0,0
5003,"",0,"",0,0,0,0,0
5004,"",0,"",0,0,0,0,0
5005,"",0,"",0,0,0,0,0
5006,"",0,"",0,0,0,0,0
5007,"",0,"",0,0,0,0,0
5008,"",0,"",0,0,0,0,0
5009,"",0,"",0,0,0,0,0
5010,"",0,"",0,0,0,0,0
5011,"",0,"",0,0,0,0,0
5012,"",0,"",0,0,0,0,0
5013,"",0,"",0,0,0,0,0
5014,"",0,"",0,0,0,0,0
5015,"",0,"",0,0,0,0,0
5016,"",0,"",0,0,0,0,0
5017,"",0,"",0,0,0,0,0
5018,"",0,"",0,0,0,0,0
5019,"",0,"",0,0,0,0,0
5020,"",0,"",0,0,0,0,0
5021,"",0,"",0,0,0,0,0
5022,"",0,"",0,0,0,0,0
5023,"",0,"",0,0,0,0,0
5024,"",0,"",0,0,0,0,0
5025,"",0,"",0,0,0,0,0
5026,"",0,"",0,0,0,0,0
5027,"",0,"",0,0,0,0,0
5028,"",0,"",0,0,0,0,0
5029,"",0,"",0,0,0,0,0
5030,"",0,"",0,0,0,0,0
5031,"",0,"",0,0,0,0,0
5032,"",0,"",0,0,0,0,0
5033,"",0,"",0,0,0,0,0
5034,"",0,"",0,0,0,0,0
5035,"",0,"",0,0,0,0,0
5036,"",0,"",0,0,0,0,0
5037,"",0,"",0,0,0,0,0
5038,"",0,"",0,0,0,0,0
5039,"",0,"",0,0,0,0,0
5040,"",0,"",0,0,0,0,0
5041,"",0,"",0,0,0,0,0
5042,"",0,"",0,0,0,0,0
5043,"",0,"",0,0,0,0,0
5044,"",0,"",0,0,0,0,0
5045,"",0,"",0,0,0,0,0
5046,"",0,"",0,0,0,0,0
5047,"",0,"",0,0,0,0,0
5048,"",0,"",0,0,0,0,0
5049,"",0,"",0,0,0,0,0
5050,"",0,"",0,0,0,0,0
5051,"",0,"",0,0,0,0,0
5052,"",0,"",0,0,0,0,0
5053,"",0,"",0,0,0,0,0
5054,"",0,"",0,0,0,0,0
5055,"",0,"",0,0,0,0,0
